Row.names,summaryGroups,summaryGroupsExtended,CONSENSUS_CRG,CONSENSUS2_CRG,PR2_L1,PR2_L2,PR2_L3,PR2_L4,PR2_L5,PR2_L6,PR2_L7,PR2_L8,perc_id_PR2,al_length_PR2,summary_type,summaryGroups_metazoan
ASV_1,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Paracalanus,Paracalanus_parvus,100,383,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_6,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_2,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp,100,386,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_4,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Pseudocalanus,Pseudocalanus_elongatus,100,383,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_12,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_rotundata,100,381,phototroph,
ASV_17,crypto,crypto,Cryptomonadales,Cryptista,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_acuta,100,375,phototroph,
ASV_15,green,green,Mamiellophyceae,Archaeplastida,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,100,374,phototroph,
ASV_13,crypto,crypto,Cryptomonadales,Cryptista,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_amphioxeia,100,375,phototroph,
ASV_28,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_M,Strombidiidae_M_X,Strombidiidae_M_X_sp,100,375,heterotroph - saprotroph - parasite ,
ASV_27,green,green,Mamiellophyceae,Archaeplastida,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_lucimarinus,100,366,phototroph,
ASV_30,crypto-rhodo,crypto-rhodo,Cryptomonadales,Cryptista,Eukaryota,Archaeplastida,Rhodophyta,Stylonematophyceae,Porphyridiales-2,Stylonematales-Group-I,Stylonema,Stylonema_alsidii,88.889,225,phototroph,
ASV_5,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_106,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Pseudo-nitzschia,Pseudo-nitzschia_sp,99.738,382,phototroph,
ASV_72,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida_G,Strombidiida_G_X,Strombidiida_G_XX,Strombidiida_G_XX_sp,100,373,heterotroph - saprotroph - parasite ,
ASV_18,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_22,hapto,hapto,Prymnesiophyceae,Haptista,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp,100,381,phototroph,
ASV_16,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp,100,383,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_29,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16_X_sp,100,381,heterotroph - saprotroph - parasite ,
ASV_19,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_fusiforme,100,381,phototroph,
ASV_63,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_rotula,100,384,phototroph,
ASV_42,green,green,Mamiellophyceae,Archaeplastida,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_commoda_A2,100,376,phototroph,
ASV_49,crypto,crypto,Cryptomonadales,Cryptista,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonadales_XX,Cryptomonadales_XX_sp,100,376,phototroph,
ASV_10,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_sp,100,381,phototroph,
ASV_69,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,Nanomia,Nanomia_bijuga,100,379,heterotroph - saprotroph - parasite ,Metazoa-Cnidaria
ASV_62,crypto,crypto,Cryptomonadales,Cryptista,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonadales_XX,Cryptomonadales_XX_sp,100,375,phototroph,
ASV_66,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_fusiforme,99.738,381,phototroph,
ASV_37,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_45,hapto,hapto,Prymnesiophyceae,Haptista,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp,100,381,phototroph,
ASV_50,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_26,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Centropages,Centropages_hamatus,100,384,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_23,MALV,MALV,MALV-I,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp,100,380,heterotroph - saprotroph - parasite ,
ASV_86,crypto-rhodo,crypto-rhodo,Cryptomonadales,Cryptista,Eukaryota,Archaeplastida,Rhodophyta,Stylonematophyceae,Porphyridiales-2,Stylonematales-Group-I,Rhodospora,Rhodospora_sordida,88.889,225,phototroph,
ASV_75,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_38,Picozoa,Picozoa,Picozoa,Eukaryota,Eukaryota,Hacrobia,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXX_sp,100,381,heterotroph - saprotroph - parasite ,
ASV_130,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_L,Strombidiidae_L_X,Strombidiidae_L_X_sp,100,371,heterotroph - saprotroph - parasite ,
ASV_184,diat,diat-bolido,Bolidomonas,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Triparmaceae,Triparma,Triparma_pacifica,100,383,phototroph,
ASV_46,MAST,MAST,MAST-1,Stramenopiles,Eukaryota,Stramenopiles,Pseudofungi,MAST-1,MAST-1A,MAST-1A_X,MAST-1A_XX,MAST-1A_XX_sp,100,386,heterotroph - saprotroph - parasite ,
ASV_114,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida_F,Strombidiida_F_X,Strombidiida_F_XX,Strombidiida_F_XX_sp,100,374,heterotroph - saprotroph - parasite ,
ASV_56,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp,100,381,heterotroph - saprotroph - parasite ,
ASV_55,green,green,Mamiellophyceae,Archaeplastida,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_bravo_B2,100,374,phototroph,
ASV_34,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_58,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp,100,384,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_70,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-29,Dino-Group-II-Clade-29_X,Dino-Group-II-Clade-29_X_sp,100,376,heterotroph - saprotroph - parasite ,
ASV_156,crypto-rhodo,crypto-rhodo,Cryptomonadales,Cryptista,Eukaryota,Archaeplastida,Rhodophyta,Stylonematophyceae,Porphyridiales-2,Stylonematales-Group-I,Stylonema,Stylonema_alsidii,89.732,224,phototroph,
ASV_200,Cercozoa,Cercozoa,Cercozoa,Rhizaria,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas,Cryothecomonas_sp,100,383,heterotroph - saprotroph - parasite ,
ASV_100,crypto,crypto,Cryptomonadales,Cryptista,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Rhodomonas,Rhodomonas_sp,100,375,phototroph,
ASV_47,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_87,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp,100,380,heterotroph - saprotroph - parasite ,
ASV_143,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,82.677,381,phototroph,
ASV_57,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_sp,100,384,phototroph,
ASV_52,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp,100,380,heterotroph - saprotroph - parasite ,
ASV_25,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_39,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_48,MALV,MALV,MALV-I,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp,100,381,heterotroph - saprotroph - parasite ,
ASV_246,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Tontoniidae_A,Laboea,Laboea_strobila,100,375,heterotroph - saprotroph - parasite ,
ASV_249,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,99.738,381,phototroph,
ASV_71,hapto,hapto,Prymnesiophyceae,Haptista,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_globosa,100,382,phototroph,
ASV_138,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,86.471,340,phototroph,
ASV_262,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,99.738,382,phototroph,
ASV_84,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_137,crypto-rhodo,crypto-rhodo,Cryptomonadales,Cryptista,Eukaryota,Archaeplastida,Rhodophyta,Compsopogonophyceae,Erythropeltidales,Erythropeltidales_X,Madagascaria,Madagascaria_erythrocladioides,88.839,224,phototroph,
ASV_41,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_20,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_sp,100,382,phototroph,
ASV_51,hapto,hapto,Prymnesiophyceae,Haptista,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_pouchetii,100,381,phototroph,
ASV_296,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Radial-centric-basal-Coscinodiscophyceae_X,Radial-centric-basal-Coscinodiscophyceae_X_sp,99.217,383,phototroph,
ASV_127,hapto,hapto,Prymnesiophyceae,Haptista,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Haptolina,Haptolina_sp,100,381,phototroph,
ASV_162,Telonemia,Telonemia,Telonemia,Eukaryota,Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-1,Telonemia-Group-1_X,Telonemia-Group-1_X_sp,100,378,heterotroph - saprotroph - parasite ,
ASV_7,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Metridia,Metridia_sp,100,383,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_82,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16_X_sp,100,381,heterotroph - saprotroph - parasite ,
ASV_268,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae_I,Pelagostrobilidium,Pelagostrobilidium_sp,99.462,372,heterotroph - saprotroph - parasite ,
ASV_166,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp,100,376,heterotroph - saprotroph - parasite ,
ASV_61,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp,100,380,heterotroph - saprotroph - parasite ,
ASV_103,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_111,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_debilis_1,100,380,phototroph,
ASV_68,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_sp,100,381,phototroph,
ASV_211,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Scrippsiella,Scrippsiella_acuminata,99.738,381,phototroph,
ASV_123,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,99.738,381,phototroph,
ASV_21,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Skeletonema,Skeletonema_marinoi,100,382,phototroph,
ASV_255,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Noctilucophyceae,Noctilucales,Noctilucaceae,Noctiluca,Noctiluca_scintillans,99.739,383,phototroph,
ASV_99,MALV,MALV,MALV-III,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp,100,381,heterotroph - saprotroph - parasite ,
ASV_167,green,green,Mamiellophyceae,Archaeplastida,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_pusilla,100,376,phototroph,
ASV_146,dict,dict,Dictyochophyceae,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciella,Florenciella_parvula,100,387,phototroph,
ASV_36,MALV,MALV,MALV-I,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp,100,380,heterotroph - saprotroph - parasite ,
ASV_269,photo - macro - red,photo - macro - red,Nucleomorph,Eukaryota,Eukaryota,Archaeplastida,Rhodophyta,Compsopogonophyceae,Erythropeltidales,Erythropeltidales_X,Madagascaria,Madagascaria_erythrocladioides,89.732,224,phototroph,
ASV_278,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Polar-centric-Mediophyceae_X,Polar-centric-Mediophyceae_X_sp,99.74,385,phototroph,
ASV_31,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp,100,385,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_201,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eucalanus,Eucalanus_inermis,99.739,383,heterotroph - saprotroph - parasite ,Metazoa-Arthropoda
ASV_327,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp,98.95,381,heterotroph - saprotroph - parasite ,
ASV_53,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Torodiniales,Torodiniaceae,Kapelodinium,Kapelodinium_vestifici,100,381,phototroph,
ASV_147,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,99.475,381,phototroph,
ASV_332,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_M,Strombidium_M,Strombidium_M_sp,100,375,heterotroph - saprotroph - parasite ,
ASV_163,Metazoa,Metazoa,Metazoa,Obazoa,Eukaryota,Opisthokonta,Metazoa,Urochordata,Urochordata_X,Appendicularia,Oikopleura,Oikopleura_sp,100,386,heterotroph - saprotroph - parasite ,Metazoa-Urochordata
ASV_150,MAST,MAST,MAST-7,Stramenopiles,Eukaryota,Stramenopiles,Sagenista,MAST-7,MAST-7A,MAST-7A_X,MAST-7A_XX,MAST-7A_XX_sp,100,380,heterotroph - saprotroph - parasite ,
ASV_148,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Stramenopiles_X,Stramenopiles_X-Group-7,Stramenopiles_X-Group-7_X,Stramenopiles_X-Group-7_XX,Stramenopiles_X-Group-7_XXX,Stramenopiles_X-Group-7_XXX_sp,100,354,phototroph,
ASV_139,MALV,MALV,MALV-I,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp,100,379,heterotroph - saprotroph - parasite ,
ASV_469,Telonemia,Telonemia,Telonemia,Eukaryota,Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp,100,378,heterotroph - saprotroph - parasite ,
ASV_152,MALV,MALV,MALV-I,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp,100,381,heterotroph - saprotroph - parasite ,
ASV_110,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_43,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Ptychodiscaceae,Ptychodiscus,Ptychodiscus_noctiluca,100,381,phototroph,
ASV_320,Telonemia,Telonemia,Telonemia,Eukaryota,Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp,100,378,heterotroph - saprotroph - parasite ,
ASV_119,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_126,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_sp,100,384,phototroph,
ASV_122,MAST,MAST,MAST-4,Stramenopiles,Eukaryota,Stramenopiles,Sagenista,MAST-4,MAST-4E,MAST-4E_X,MAST-4E_XX,MAST-4E_XX_sp,100,383,heterotroph - saprotroph - parasite ,
ASV_73,MALV,MALV,MALV-I,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp,100,381,heterotroph - saprotroph - parasite ,
ASV_121,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,100,381,phototroph,
ASV_177,Telonemia,Telonemia,Telonemia,Eukaryota,Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp,100,378,heterotroph - saprotroph - parasite ,
ASV_212,Opisthokonta,Opisthokonta,Opisthokonta,Eukaryota,Eukaryota,Opisthokonta,Opisthokonta_X,Opisthokonta_XX,Opisthokonta_XXX,Opisthokonta_XXXX,Opisthokonta_XXXXX,Opisthokonta_XXXXX_sp,99.494,395,heterotroph - saprotroph - parasite ,
ASV_472,ciliate,ciliate,Ciliophora,Alveolata,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae_I,Pelagostrobilidium,Pelagostrobilidium_sp,100,372,heterotroph - saprotroph - parasite ,
ASV_569,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp,99.738,381,phototroph,
ASV_193,Telonemia,Telonemia,Telonemia,Eukaryota,Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-1,Telonemia-Group-1_X,Telonemia-Group-1_X_sp,100,377,heterotroph - saprotroph - parasite ,
ASV_348,diat,diat-bolido,Bolidomonas,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Triparmaceae,Triparma,Triparma_strigata,100,383,phototroph,
ASV_54,dino,dino,Dinoflagellata,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_sp,100,380,phototroph,
ASV_282,MALV,MALV,MALV-II,Alveolata,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp,100,380,heterotroph - saprotroph - parasite ,
ASV_101,diat,diat,Diatomea,Stramenopiles,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Detonula,Detonula_pumila,100,384,phototroph,
